Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Ride_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Method
21-09-2025,22:38:00,CNR5524723,Successful,CUST312033,Prime Sedan,MG Road,Sarjapur Road,0.5,1.2,No,,No,,No,,463,1.3,4.5,3.1,UPI
10-09-2025,07:53:00,CNR8810369,Other,CUST580854,Mini,Chikkabanavara,Kammanahalli,,,No,,No,,No,,,3.3,,,UPI
10-09-2025,08:40:00,CNR3851044,Successful,CUST706204,Prime SUV,Banaswadi,Whitefield,10.2,14.2,No,,No,,No,,310,5.7,4.5,4.8,UPI
17-09-2025,20:42:00,CNR4631304,Successful,CUST720317,Mini,Baiyappanahalli,Kundalahalli,9.6,6.5,No,,No,,No,,259,0.7,5,4.7,UPI
14-09-2025,20:53:00,CNR5138170,Incomplete,CUST359870,Prime Sedan,Peenya,Banaswadi,,,No,,No,,Yes,Other Issue,,8.5,,,UPI
28-09-2025,21:35:00,CNR1085187,Successful,CUST538065,Prime SUV,MG Road,Seshadripuram,8.1,6.3,No,,No,,No,,999,31.4,4,4.6,Card
16-09-2025,13:15:00,CNR9910743,Cancelled by Driver,CUST513474,Mini,Sarjapur Road,Hebbal,,,No,,Yes,Customer related issue,No,,,3.9,,,Card
05-09-2025,18:51:00,CNR1208423,Incomplete,CUST826830,Bike,Electronic City,HSR Layout,,,No,,No,,Yes,Customer Demand,,7.6,,,Card
21-09-2025,07:32:00,CNR1267263,Successful,CUST603088,Bike,Rajajinagar,Ejipura,4.3,6.1,No,,No,,No,,441,5.6,4.9,5,UPI
19-09-2025,15:57:00,CNR1409590,Successful,CUST576935,Mini,HSR Layout,Ejipura,1.7,3.7,No,,No,,No,,290,4.2,4.6,4,UPI
25-09-2025,12:19:00,CNR8789590,Cancelled by Driver,CUST838094,Mini,Vijayanagar,Jayanagar,,,No,,Yes,The customer was coughing/sick,No,,,12,,,Card
17-09-2025,11:03:00,CNR8145454,Cancelled by Driver,CUST889460,Prime Sedan,Ejipura,Chamarajpet,,,No,,Yes,Customer related issue,No,,,10.8,,,UPI
25-09-2025,07:22:00,CNR6632022,Successful,CUST871501,Prime SUV,Frazer Town,Nagarbhavi,11.7,13.5,No,,No,,No,,181,3.6,4.9,3.9,UPI
03-09-2025,12:32:00,CNR7133596,Successful,CUST587957,Mini,Banerghatta Road,Banerghatta Road,3.5,7.3,No,,No,,No,,306,2.5,4.1,4.5,UPI
19-09-2025,07:08:00,CNR4434507,Other,CUST245129,Prime SUV,Richmond Town,Chamarajpet,,,No,,No,,No,,,6.6,,,Card
14-09-2025,22:01:00,CNR4519758,Successful,CUST889759,Bike,Banaswadi,Basavanagudi,8.6,9.5,No,,No,,No,,476,7.4,4.5,4.6,Cash
09-09-2025,17:36:00,CNR8095573,Successful,CUST390607,Auto,Banerghatta Road,Sanjay Nagar,1.1,4.3,No,,No,,No,,378,1.5,3.7,4.9,UPI
16-09-2025,20:09:00,CNR3058722,Cancelled by Customer,CUST593002,Bike,Nagarbhavi,Chamarajpet,,,Yes,Wrong Address,No,,No,,,23.7,,,UPI
21-09-2025,19:39:00,CNR2101048,Successful,CUST297503,Prime SUV,Baiyappanahalli,Whitefield,7.4,10.9,No,,No,,No,,495,12.6,4.5,4.9,Card
28-09-2025,10:55:00,CNR2290961,Other,CUST214677,Auto,Yelahanka,Sarjapur Road,,,No,,No,,No,,,10.5,,,Card
07-09-2025,09:29:00,CNR9735688,Successful,CUST757746,Auto,Koramangala 1st Block,Nagarbhavi,7.7,7.5,No,,No,,No,,323,9.1,5,4.9,Card
07-09-2025,11:55:00,CNR8048611,Successful,CUST565420,Bike,Indiranagar,Marathahalli,2.4,6.6,No,,No,,No,,237,7.7,5,4.7,Cash
02-09-2025,19:41:00,CNR4897818,Successful,CUST975505,Prime SUV,Hosur Road,Kammanahalli,11.7,12.9,No,,No,,No,,396,6.4,4.1,4.5,UPI
13-09-2025,17:01:00,CNR6474513,Successful,CUST609763,Mini,Sarjapur Road,Shivaji Nagar,4.1,7.7,No,,No,,No,,999,11.1,5,4.1,UPI
14-09-2025,11:11:00,CNR3213824,Incomplete,CUST927691,Prime Sedan,Kalyan Nagar,Banaswadi,,,No,,No,,Yes,Vehicle Breakdown,,3.8,,,UPI
24-09-2025,06:48:00,CNR3488704,Cancelled by Driver,CUST470274,Prime Sedan,Rajajinagar,Ejipura,,,No,,Yes,The customer was coughing/sick,No,,,10.4,,,Wallet
07-09-2025,08:59:00,CNR3575047,Successful,CUST269087,Prime Plus,MG Road,Basavanagudi,7.1,7.1,No,,No,,No,,384,3.4,4.7,5,UPI
14-09-2025,12:18:00,CNR4095339,Cancelled by Driver,CUST315120,Mini,MG Road,Bharathnagar,,,No,,Yes,The customer was coughing/sick,No,,,9.5,,,UPI
07-09-2025,13:39:00,CNR3727935,Successful,CUST659565,Prime Sedan,Indiranagar,Residency Road,8.2,8.6,No,,No,,No,,999,13.1,4.6,5,UPI
24-09-2025,22:10:00,CNR8684648,Other,CUST435772,Auto,Talaghattapura,Chamarajpet,,,No,,No,,No,,,17.7,,,UPI
12-09-2025,18:02:00,CNR5958621,Cancelled by Driver,CUST596931,Prime SUV,Chikkabanavara,Yeshwantpur,,,No,,Yes,More than permitted people in there,No,,,8,,,UPI
13-09-2025,07:55:00,CNR9035971,Cancelled by Driver,CUST142027,Auto,Sarakki,Yelahanka,,,No,,Yes,More than permitted people in there,No,,,5.3,,,UPI
21-09-2025,09:45:00,CNR8482180,Other,CUST474754,Auto,Brigade Road,Kudlu,,,No,,No,,No,,,4.9,,,Cash
20-09-2025,09:47:00,CNR5662844,Successful,CUST305222,Auto,Chamarajpet,Airport Road,5.9,7.6,No,,No,,No,,90,6.8,4,4.6,Wallet
28-09-2025,22:39:00,CNR9586369,Successful,CUST513583,Prime Plus,Basavanagudi,Kudlu,6.6,8.4,No,,No,,No,,443,2.2,4.4,3.8,UPI
28-09-2025,21:30:00,CNR7057663,Successful,CUST516869,Auto,Koramangala 5th Block,Banerghatta Road,5.7,7.1,No,,No,,No,,363,5.2,4.3,4.7,UPI
01-09-2025,11:53:00,CNR6894759,Successful,CUST423050,Prime SUV,Sarakki,Whitefield,7,7.5,No,,No,,No,,390,5.9,4.3,4.3,UPI
28-09-2025,18:39:00,CNR7972774,Successful,CUST942725,Mini,Rajajinagar,Hulimavu,9.8,13.3,No,,No,,No,,771,11.4,4.7,4.3,UPI
14-09-2025,21:17:00,CNR7949018,Successful,CUST246347,eBike,Kudlu,Whitefield,1.7,7,No,,No,,No,,116,3.3,4.8,4.3,UPI
11-09-2025,22:52:00,CNR9813089,Cancelled by Customer,CUST451709,Auto,Peenya,Chikkabanavara,,,Yes,Driver is not moving towards pickup location,No,,No,,,7.2,,,UPI
14-09-2025,21:36:00,CNR5585697,Cancelled by Customer,CUST534649,Auto,Baiyappanahalli,Ejipura,,,Yes,Driver asked to cancel,No,,No,,,4.1,,,UPI
07-09-2025,20:12:00,CNR7405029,Cancelled by Driver,CUST403524,Mini,MG Road,Kengeri,,,No,,Yes,The customer was coughing/sick,No,,,15.8,,,UPI
15-09-2025,18:37:00,CNR8775431,Successful,CUST335426,Auto,Koramangala,Malleshwaram,2.7,6.9,No,,No,,No,,227,0.5,4.8,4.2,Cash
28-09-2025,20:14:00,CNR8927925,Successful,CUST230208,Mini,Marathahalli,Koramangala 1st Block,4.7,1.8,No,,No,,No,,387,7.6,5,3.8,UPI
28-09-2025,17:00:00,CNR5106228,Successful,CUST129824,Auto,Kundalahalli,Ulsoor,7.1,10.5,No,,No,,No,,1373,31,4.8,4.3,UPI
04-09-2025,18:43:00,CNR7069317,Cancelled by Driver,CUST709291,Mini,Koramangala 5th Block,Kalyan Nagar,,,No,,Yes,More than permitted people in there,No,,,5.7,,,Card
29-09-2025,19:57:00,CNR3006281,Successful,CUST491330,Mini,Yeshwantpur,Indiranagar,4.4,7.9,No,,No,,No,,537,15.6,4.2,4.2,UPI
07-09-2025,06:59:00,CNR3451774,Successful,CUST435209,Mini,Sarjapur Road,HSR Layout,10.8,10.4,No,,No,,No,,156,8.1,4.1,4.3,Cash
03-09-2025,12:09:00,CNR8038277,Cancelled by Customer,CUST767153,Prime SUV,Sanjay Nagar,Brigade Road,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,5.3,,,UPI
21-09-2025,07:18:00,CNR9621249,Other,CUST303229,Bike,Banashankari,Chikkabanavara,,,No,,No,,No,,,8.9,,,UPI
23-09-2025,15:16:00,CNR6412444,Successful,CUST431570,eBike,Nagarbhavi,Kengeri,2.6,5.3,No,,No,,No,,385,0.5,4.8,4.9,UPI
21-09-2025,12:11:00,CNR2607817,Successful,CUST660380,Mini,Malleshwaram,Koramangala,5.1,5.6,No,,No,,No,,499,4.4,4.8,5,UPI
10-09-2025,19:17:00,CNR9135255,Successful,CUST532007,Prime Sedan,Rajajinagar,Hebbal,7.3,8.7,No,,No,,No,,263,10,4,4.4,UPI
16-09-2025,20:11:00,CNR4161109,Cancelled by Driver,CUST933729,Prime SUV,Ejipura,Sarjapur Road,,,No,,Yes,Personal & Car related issues,No,,,17,,,UPI
14-09-2025,21:38:00,CNR2281784,Successful,CUST222227,eBike,Indiranagar,Seshadripuram,2.6,0.5,No,,No,,No,,317,6.2,4.5,5,UPI
21-09-2025,08:22:00,CNR8414487,Successful,CUST726680,Mini,Kammanahalli,Banashankari,5,1.9,No,,No,,No,,585,6.1,4.3,4.3,UPI
02-09-2025,19:54:00,CNR2989725,Successful,CUST333159,Auto,Sarjapur Road,Malleshwaram,5.8,11.4,No,,No,,No,,218,5.4,3.8,4.2,UPI
11-09-2025,09:34:00,CNR3184699,Successful,CUST182423,Mini,Chikkabanavara,Yelahanka,7,7.2,No,,No,,No,,234,7.3,4,4.9,UPI
24-09-2025,18:55:00,CNR8235132,Successful,CUST144582,Prime Plus,MG Road,Bharathnagar,10.8,12.1,No,,No,,No,,264,2.1,4.5,4.3,Cash
04-09-2025,08:01:00,CNR5244844,Cancelled by Driver,CUST145383,Auto,Bharathnagar,Koramangala,,,No,,Yes,Personal & Car related issues,No,,,20.6,,,UPI
28-09-2025,09:30:00,CNR4355853,Successful,CUST293757,Bike,Indiranagar,Whitefield,2.8,2.7,No,,No,,No,,297,0.6,5,4.6,Cash
23-09-2025,10:44:00,CNR6835728,Cancelled by Driver,CUST469311,Auto,Frazer Town,Sadananda Nagar,,,No,,Yes,Customer related issue,No,,,21.1,,,UPI
16-09-2025,07:09:00,CNR2662717,Cancelled by Driver,CUST959398,Mini,Koramangala,Shivaji Nagar,,,No,,Yes,Customer related issue,No,,,10.5,,,UPI
29-09-2025,08:55:00,CNR1072627,Successful,CUST860583,Auto,Electronic City,Frazer Town,2.8,5.3,No,,No,,No,,902,15.2,4.6,3.6,Card
14-09-2025,17:54:00,CNR4105895,Successful,CUST561023,Bike,Hebbal,Banashankari,4.2,7.6,No,,No,,No,,850,9.7,4.2,4.2,UPI
29-09-2025,13:14:00,CNR4594921,Successful,CUST639231,Prime Plus,Yelahanka,Chikkabanavara,4.8,3.9,No,,No,,No,,1001,22.9,4.7,4.1,UPI
06-09-2025,07:52:00,CNR9719581,Cancelled by Driver,CUST242514,Mini,Banerghatta Road,Ejipura,,,No,,Yes,Personal & Car related issues,No,,,7.6,,,UPI
05-09-2025,14:25:00,CNR2941503,Successful,CUST503472,Prime Sedan,Kudlu,Talaghattapura,8.3,10.4,No,,No,,No,,170,6.1,4.7,3.5,UPI
29-09-2025,13:34:00,CNR4789527,Incomplete,CUST680822,Mini,Koramangala 5th Block,Jalahalli,,,No,,No,,Yes,Vehicle Breakdown,,16,,,UPI
28-09-2025,12:16:00,CNR4008109,Successful,CUST113406,Prime SUV,Ulsoor,Nagarbhavi,13,12.4,No,,No,,No,,417,13.5,4.8,5,Cash
14-09-2025,17:14:00,CNR2426162,Incomplete,CUST225008,Auto,Residency Road,Sarjapur Road,,,No,,No,,Yes,Customer Demand,,5.8,,,Card
23-09-2025,21:13:00,CNR3830705,Successful,CUST167853,Prime Sedan,Jalahalli,Kammanahalli,5.1,9.4,No,,No,,No,,207,9.7,5,4.9,UPI
27-09-2025,12:53:00,CNR3059607,Cancelled by Customer,CUST344181,eBike,Hulimavu,Ulsoor,,,Yes,Change of plans,No,,No,,,5.1,,,UPI
23-09-2025,19:40:00,CNR7714837,Cancelled by Driver,CUST473395,Mini,Kudlu,Residency Road,,,No,,Yes,The customer was coughing/sick,No,,,26.6,,,UPI
07-09-2025,13:45:00,CNR2812554,Successful,CUST228125,Prime Plus,Ulsoor,Banaswadi,10.7,11.5,No,,No,,No,,499,6.4,4.6,4.5,UPI
07-09-2025,07:41:00,CNR1886716,Successful,CUST970645,Auto,Nagarbhavi,Indiranagar,4.2,3.7,No,,No,,No,,724,21.5,4.7,3.2,UPI
14-09-2025,17:35:00,CNR6485409,Other,CUST260155,Prime Sedan,Ejipura,Hebbal,,,No,,No,,No,,,16.9,,,UPI
21-09-2025,14:52:00,CNR9257536,Cancelled by Driver,CUST931239,Mini,Marathahalli,Bharathnagar,,,No,,Yes,The customer was coughing/sick,No,,,4.9,,,UPI
18-09-2025,19:48:00,CNR1296459,Successful,CUST901075,Auto,Koramangala 5th Block,Yelahanka,3.2,4.5,No,,No,,No,,60,3.5,4.8,4.8,UPI
11-09-2025,12:25:00,CNR8424860,Successful,CUST581984,Auto,Banashankari,Sarakki,6.2,10.3,No,,No,,No,,418,5.1,4.3,3.8,UPI
25-09-2025,21:05:00,CNR3753883,Successful,CUST615353,Mini,Kengeri,Ejipura,4.2,5.2,No,,No,,No,,499,4.6,3.8,5,UPI
24-09-2025,15:42:00,CNR9230125,Successful,CUST792142,Mini,Chamarajpet,Yeshwantpur,4.1,8.3,No,,No,,No,,262,10.3,4.2,4.2,UPI
19-09-2025,08:40:00,CNR9500764,Successful,CUST158444,Mini,Ulsoor,Peenya,7.7,7.6,No,,No,,No,,500,28.4,4.5,4.8,Cash
21-09-2025,12:01:00,CNR5772070,Cancelled by Driver,CUST436050,Auto,Peenya,MG Road,,,No,,Yes,The customer was coughing/sick,No,,,2.3,,,UPI
13-09-2025,18:39:00,CNR1451304,Successful,CUST902364,Prime SUV,Kammanahalli,Cooke Town,10,11.4,No,,No,,No,,499,8.3,4.3,3.5,Cash
13-09-2025,12:05:00,CNR7911031,Successful,CUST468332,Auto,Richmond Town,Richmond Town,2.7,5,No,,No,,No,,368,10.4,4.1,4.3,UPI
11-09-2025,07:26:00,CNR2098911,Successful,CUST419723,Auto,Rajajinagar,Indiranagar,7.8,9.7,No,,No,,No,,245,2.7,4.5,4.3,UPI
03-09-2025,17:13:00,CNR8087921,Successful,CUST695642,Mini,Koramangala 1st Block,Kundalahalli,9.7,12.9,No,,No,,No,,160,7,3.3,4.1,Card
14-09-2025,06:22:00,CNR6310229,Successful,CUST496086,Mini,Basavanagudi,Yeshwantpur,8,11.1,No,,No,,No,,173,2.2,4.6,4.1,UPI
15-09-2025,17:47:00,CNR4454568,Successful,CUST452287,Mini,Chikkabanavara,Bharathnagar,5.4,3.4,No,,No,,No,,171,4.4,4.1,4.7,UPI
21-09-2025,12:12:00,CNR8314717,Cancelled by Driver,CUST311559,Mini,Jayanagar,Chamarajpet,,,No,,Yes,The customer was coughing/sick,No,,,5.3,,,UPI
03-09-2025,23:00:00,CNR7744899,Other,CUST943687,Prime Plus,Talaghattapura,Whitefield,,,No,,No,,No,,,21.1,,,UPI
20-09-2025,16:06:00,CNR6651204,Cancelled by Driver,CUST386643,Auto,Shivaji Nagar,Seshadripuram,,,No,,Yes,The customer was coughing/sick,No,,,9,,,UPI
25-09-2025,17:07:00,CNR6064152,Cancelled by Driver,CUST629152,Bike,Koramangala 5th Block,Bharathnagar,,,No,,Yes,Customer related issue,No,,,2.6,,,UPI
14-09-2025,10:17:00,CNR9646460,Successful,CUST575244,Bike,Sarakki,Banashankari,2.3,3.2,No,,No,,No,,720,25.1,5,5,Card
21-09-2025,14:48:00,CNR4129604,Cancelled by Driver,CUST704864,Mini,Bharathnagar,Talaghattapura,,,No,,Yes,The customer was coughing/sick,No,,,19.7,,,UPI
28-09-2025,15:05:00,CNR8276689,Successful,CUST693616,Bike,Brigade Road,Shivaji Nagar,0.9,1.4,No,,No,,No,,30,7.4,5,4.1,UPI
14-09-2025,10:06:00,CNR3524512,Cancelled by Driver,CUST882692,Bike,Kengeri,Koramangala 5th Block,,,No,,Yes,Personal & Car related issues,No,,,2.9,,,Card
21-09-2025,20:26:00,CNR7919567,Other,CUST379901,eBike,Hosur Road,Rajajinagar,,,No,,No,,No,,,11,,,UPI
20-09-2025,12:55:00,CNR5001087,Cancelled by Driver,CUST219074,Auto,Indiranagar,Richmond Town,,,No,,Yes,The customer was coughing/sick,No,,,18.9,,,Card
14-09-2025,15:33:00,CNR8317096,Incomplete,CUST542519,Mini,MG Road,Jalahalli,,,No,,No,,Yes,Customer Demand,,7.8,,,UPI
02-09-2025,19:28:00,CNR5660240,Successful,CUST790666,Mini,Hosur Road,MG Road,1.2,0.9,No,,No,,No,,776,22.9,4,4.8,Card
15-09-2025,06:20:00,CNR1928237,Cancelled by Customer,CUST188006,Prime Sedan,Kengeri,Jayanagar,,,Yes,Wrong Address,No,,No,,,16.9,,,UPI
28-09-2025,17:27:00,CNR2515088,Successful,CUST516174,Prime SUV,Hulimavu,HSR Layout,16.4,19.5,No,,No,,No,,446,3.7,4.5,4.6,UPI
19-09-2025,14:32:00,CNR3024047,Cancelled by Driver,CUST647312,Bike,Peenya,Sadananda Nagar,,,No,,Yes,The customer was coughing/sick,No,,,5.3,,,UPI
15-09-2025,07:32:00,CNR4994266,Successful,CUST728958,Auto,Basavanagudi,Kammanahalli,3.3,6.4,No,,No,,No,,762,30.8,4.7,4.7,UPI
22-09-2025,19:45:00,CNR4958384,Successful,CUST543410,Prime Plus,Hebbal,Banashankari,5.6,4.9,No,,No,,No,,348,5.5,4.7,4.5,UPI
09-09-2025,12:58:00,CNR5266545,Successful,CUST718115,Auto,Chamarajpet,Banerghatta Road,2.1,1.8,No,,No,,No,,195,8.7,3.5,5,UPI
06-09-2025,15:18:00,CNR8109870,Cancelled by Customer,CUST597920,Bike,Kundalahalli,Malleshwaram,,,Yes,Change of plans,No,,No,,,5.6,,,Cash
27-09-2025,06:21:00,CNR1584005,Successful,CUST982348,Bike,Brigade Road,Sarjapur Road,2.1,0.5,No,,No,,No,,704,22.2,4,4.5,Cash
21-09-2025,10:19:00,CNR7454030,Successful,CUST424291,Mini,Sarjapur Road,Banerghatta Road,8.2,8.8,No,,No,,No,,773,30,4.8,4.1,UPI
21-09-2025,15:07:00,CNR4965830,Successful,CUST999308,Mini,Koramangala,Residency Road,1.5,6.7,No,,No,,No,,659,18.7,4.3,5,Cash
28-09-2025,11:08:00,CNR2514149,Successful,CUST962671,Bike,Kengeri,Electronic City,6.6,11.5,No,,No,,No,,956,18.6,4.7,4.4,Card
07-09-2025,13:29:00,CNR6321470,Successful,CUST951703,Bike,Koramangala 1st Block,MG Road,4.9,5.3,No,,No,,No,,219,8.7,4.1,4.7,UPI
05-09-2025,19:18:00,CNR9249220,Cancelled by Driver,CUST593975,Bike,Kammanahalli,Ejipura,,,No,,Yes,Personal & Car related issues,No,,,2,,,UPI
27-09-2025,17:55:00,CNR5378351,Successful,CUST630930,Auto,Koramangala 1st Block,Kudlu,1.9,3,No,,No,,No,,789,9.9,4.7,4.1,Cash
18-09-2025,11:34:00,CNR8604470,Other,CUST828980,Auto,Brigade Road,Hosur Road,,,No,,No,,No,,,11.4,,,UPI
21-09-2025,19:30:00,CNR3283248,Incomplete,CUST103225,Mini,Vijayanagar,Kengeri,,,No,,No,,Yes,Customer Demand,,5.7,,,Card
06-09-2025,10:15:00,CNR9663182,Successful,CUST848226,Prime SUV,Hosur Road,Chikkabanavara,7.4,10.8,No,,No,,No,,464,16.6,4.6,4.7,UPI
20-09-2025,13:00:00,CNR6358628,Successful,CUST573421,Mini,Talaghattapura,HSR Layout,3.7,7.5,No,,No,,No,,242,4.9,5,3.9,UPI
21-09-2025,20:06:00,CNR6495887,Successful,CUST938366,Prime Sedan,Whitefield,Koramangala 1st Block,6.8,8.3,No,,No,,No,,149,13.7,4.1,4.5,UPI
14-09-2025,12:26:00,CNR4766269,Successful,CUST121741,Prime SUV,Sarakki,Hosur Road,7,5.9,No,,No,,No,,151,3.7,4.4,5,Wallet
07-09-2025,07:31:00,CNR8758202,Successful,CUST307897,Prime Sedan,Rajajinagar,Brigade Road,7.3,5.9,No,,No,,No,,499,8.9,4.3,4,Card
14-09-2025,10:26:00,CNR3504019,Cancelled by Driver,CUST193387,Prime SUV,Rajajinagar,Yeshwantpur,,,No,,Yes,More than permitted people in there,No,,,6.3,,,UPI
24-09-2025,21:50:00,CNR8611954,Successful,CUST967442,Bike,Yelahanka,Banaswadi,4.3,5.6,No,,No,,No,,970,34,4.4,4.9,UPI
07-09-2025,20:42:00,CNR5466142,Successful,CUST401950,Bike,Cooke Town,HSR Layout,2.9,1.8,No,,No,,No,,152,5.8,5,4.4,Card
07-09-2025,09:40:00,CNR5747402,Successful,CUST862008,Bike,Koramangala 1st Block,Banashankari,2.8,6.4,No,,No,,No,,211,2.2,4.3,4.4,UPI
07-09-2025,10:57:00,CNR5392266,Successful,CUST346924,Mini,Richmond Town,Banerghatta Road,2.8,7.5,No,,No,,No,,427,4.4,5,5,UPI
21-09-2025,07:27:00,CNR1173144,Successful,CUST591658,Auto,Basavanagudi,Sarjapur Road,5.3,6.9,No,,No,,No,,499,6.9,5,3.7,UPI
07-09-2025,12:32:00,CNR8101643,Successful,CUST871861,Mini,Jayanagar,Hebbal,3.1,5.6,No,,No,,No,,228,6.1,4.2,5,UPI
03-09-2025,21:53:00,CNR4939985,Successful,CUST593808,Prime SUV,Kudlu,Bharathnagar,4.5,4.9,No,,No,,No,,883,8.6,4.4,4.5,UPI
20-09-2025,18:46:00,CNR1763562,Successful,CUST105621,Prime Plus,Ejipura,Cooke Town,2.8,8.2,No,,No,,No,,121,2.5,4.9,5,Cash
14-09-2025,12:19:00,CNR3218589,Cancelled by Driver,CUST686741,Auto,Banashankari,Kalyan Nagar,,,No,,Yes,More than permitted people in there,No,,,3.9,,,Cash
28-09-2025,20:58:00,CNR8853160,Successful,CUST238327,Auto,Ejipura,Shivaji Nagar,1.2,5.1,No,,No,,No,,330,6.7,4.9,5,UPI
09-09-2025,11:20:00,CNR1740918,Cancelled by Driver,CUST234082,Mini,Kundalahalli,Talaghattapura,,,No,,Yes,More than permitted people in there,No,,,12.2,,,UPI
10-09-2025,20:57:00,CNR5416038,Other,CUST742705,eBike,Kalyan Nagar,Shivaji Nagar,,,No,,No,,No,,,5.5,,,UPI
28-09-2025,11:23:00,CNR9242223,Incomplete,CUST900771,Prime SUV,Sarakki,Bharathnagar,,,No,,No,,Yes,Vehicle Breakdown,,9.7,,,UPI
03-09-2025,08:32:00,CNR1915485,Cancelled by Driver,CUST341026,Prime Plus,Seshadripuram,Kalyan Nagar,,,No,,Yes,More than permitted people in there,No,,,4,,,UPI
14-09-2025,22:59:00,CNR9303225,Other,CUST142773,Mini,Ejipura,Sarakki,,,No,,No,,No,,,0.5,,,Wallet
15-09-2025,20:26:00,CNR3483929,Successful,CUST229660,Prime Sedan,Electronic City,Marathahalli,1.6,8.5,No,,No,,No,,266,0.5,4.4,4.1,UPI
07-09-2025,14:40:00,CNR5576682,Cancelled by Customer,CUST690607,Prime SUV,Peenya,Electronic City,,,Yes,Driver is not moving towards pickup location,No,,No,,,5.3,,,Card
17-09-2025,15:44:00,CNR4029442,Successful,CUST536646,Prime SUV,Richmond Town,Sadananda Nagar,9.3,11.1,No,,No,,No,,234,6.3,4.9,4,UPI
06-09-2025,11:36:00,CNR1435572,Successful,CUST398090,Bike,Nagarbhavi,Yelahanka,3,7.2,No,,No,,No,,471,4.7,3.8,4.5,Cash
20-09-2025,22:14:00,CNR2779557,Successful,CUST977634,Prime Sedan,Indiranagar,Whitefield,6.6,6.9,No,,No,,No,,406,6.6,4.4,5,UPI
21-09-2025,14:11:00,CNR8617787,Cancelled by Driver,CUST758879,Prime SUV,Kudlu,Bharathnagar,,,No,,Yes,Personal & Car related issues,No,,,7.2,,,Card
21-09-2025,22:13:00,CNR8601790,Successful,CUST440698,Prime SUV,Hulimavu,Yeshwantpur,12.1,11.8,No,,No,,No,,317,1,4.9,4.3,Wallet
28-09-2025,19:40:00,CNR5747180,Other,CUST438869,Bike,Talaghattapura,Jayanagar,,,No,,No,,No,,,9.5,,,UPI
20-09-2025,07:34:00,CNR7691735,Cancelled by Driver,CUST367558,Auto,Sadananda Nagar,Residency Road,,,No,,Yes,Customer related issue,No,,,3.4,,,Cash
07-09-2025,19:18:00,CNR7751088,Cancelled by Driver,CUST398776,Mini,Hosur Road,Malleshwaram,,,No,,Yes,More than permitted people in there,No,,,6.8,,,UPI
26-09-2025,18:33:00,CNR6202636,Successful,CUST818234,Mini,Sanjay Nagar,Bharathnagar,10.8,11.8,No,,No,,No,,243,7.6,4.3,4.8,UPI
13-09-2025,09:24:00,CNR9214511,Incomplete,CUST567080,Prime SUV,Seshadripuram,Kundalahalli,,,No,,No,,Yes,Vehicle Breakdown,,7.1,,,UPI
05-09-2025,13:12:00,CNR7177975,Successful,CUST743687,Prime Plus,Vijayanagar,Koramangala 5th Block,5.9,3.3,No,,No,,No,,392,3.1,5,4.4,Cash
16-09-2025,22:36:00,CNR8776656,Successful,CUST809298,Prime Plus,Nagarbhavi,Ejipura,11.1,9.6,No,,No,,No,,30,6.5,4.5,4.5,UPI
15-09-2025,16:44:00,CNR9802632,Other,CUST188049,Prime Sedan,Koramangala 5th Block,Whitefield,,,No,,No,,No,,,12.9,,,UPI
14-09-2025,08:32:00,CNR3143956,Other,CUST817555,Prime SUV,Richmond Town,Shivaji Nagar,,,No,,No,,No,,,6.5,,,UPI
19-09-2025,15:24:00,CNR2284002,Other,CUST147285,Mini,Frazer Town,Koramangala 5th Block,,,No,,No,,No,,,10.5,,,Card
14-09-2025,18:17:00,CNR5251016,Cancelled by Customer,CUST472724,Prime Plus,Whitefield,Sadananda Nagar,,,Yes,Driver is not moving towards pickup location,No,,No,,,9.5,,,UPI
22-09-2025,13:53:00,CNR4012385,Cancelled by Driver,CUST924366,Prime Plus,Residency Road,MG Road,,,No,,Yes,The customer was coughing/sick,No,,,4.9,,,UPI
11-09-2025,18:21:00,CNR8633602,Incomplete,CUST894143,Bike,Ejipura,Kalyan Nagar,,,No,,No,,Yes,Customer Demand,,4.8,,,UPI
07-09-2025,07:20:00,CNR5350628,Cancelled by Driver,CUST806120,Auto,Chamarajpet,Indiranagar,,,No,,Yes,Personal & Car related issues,No,,,7.7,,,UPI
01-09-2025,17:11:00,CNR9004743,Other,CUST582515,Bike,Bharathnagar,Talaghattapura,,,No,,No,,No,,,10.7,,,UPI
15-09-2025,16:33:00,CNR7052024,Cancelled by Driver,CUST824211,Bike,Sarjapur Road,Nagarbhavi,,,No,,Yes,The customer was coughing/sick,No,,,0.8,,,Cash
05-09-2025,08:18:00,CNR1232799,Successful,CUST300070,Auto,Indiranagar,Sarjapur Road,4.4,3.8,No,,No,,No,,866,4.4,5,4.6,UPI
28-09-2025,09:34:00,CNR9071807,Cancelled by Driver,CUST780130,Auto,Richmond Town,Koramangala 5th Block,,,No,,Yes,Customer related issue,No,,,14.2,,,UPI
